RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VEPSBAE-N2,16,IBVTK1A,17.0,ANDINTA,335.0,20.0
VEPSBAE-N2,17,ANDINTA,18.0,ESTAN2A,230.0,60.0
VEPSBAE-N2,18,ESTAN2A,18.0,ESTAN2A,0.0,0.0
VEPSBAZ-N2,1,PODERTA,2.0,ESTASLA,520.0,40.0
VEPSBAZ-N2,2,ESTASLA,3.0,STMSL1A,356.0,40.0
VEPSBAZ-N2,3,STMSL1A,4.0,GUASL1A,396.0,40.0
VEPSBAZ-N2,4,GUASL1A,5.0,C10SL1A,110.0,40.0
VEPSBAZ-N2,5,C10SL1A,6.0,ET4SL1A,196.0,30.0
VEPSBAZ-N2,6,ET4SL1A,7.0,ESCSL1A,275.0,30.0
VEPSBAZ-N2,7,ESCSL1A,8.0,CSTSL1A,346.0,30.0
VEPSBAZ-N2,8,CSTSL1A,9.0,ENTVA2A,218.0,40.0
VEPSBAZ-N2,9,ENTVA2A,10.0,CAAVA3A,421.0,30.0
VEPSBAZ-N2,10,CAAVA3A,11.0,ESAVA2A,183.0,40.0
VEPSBAZ-N2,11,ESAVA2A,12.0,VALLE2A,433.0,30.0
VEPSBAZ-N2,12,VALLE2A,13.0,ULATK2A,1693.0,60.0
VEPSBAZ-N2,13,ULATK2A,14.0,ROCTK2A,428.0,60.0
VEPSBAZ-N2,14,ROCTK2A,15.0,PALTK2A,268.0,60.0
VEPSBAZ-N2,15,PALTK2A,16.0,LAJTK2A,463.0,60.0
VEPSBAZ-N2,16,LAJTK2A,17.0,GONTK2A,764.0,60.0
VEPSBAZ-N2,17,GONTK2A,18.0,EBETK2A,538.0,60.0
VEPSBAZ-N2,18,EBETK2A,19.0,FLOTK2A,593.0,60.0
VEPSBAZ-N2,19,FLOTK2A,20.0,CABTK2A,611.0,60.0
VEPSBAZ-N2,20,CABTK2A,21.0,CIUCB2A,793.0,60.0
VEPSBAZ-N2,21,CIUCB2A,22.0,VCUTK2A,586.0,60.0
VEPSBAZ-N2,22,VCUTK2A,23.0,ROQTK2A,327.0,60.0
VEPSBAZ-N2,23,ROQTK2A,24.0,EALCDIA,632.0,30.0
VEPSBAZ-N2,24,EALCDIA,24.0,EALCDIA,0.0,0.0
VEPSBBN-N2,1,PODERTA,2.0,ESTASLA,520.0,40.0
VEPSBBN-N2,2,ESTASLA,3.0,STMSL1A,356.0,40.0
VEPSBBN-N2,3,STMSL1A,4.0,GUASL1A,396.0,40.0
VEPSBBN-N2,4,GUASL1A,5.0,C10SL1A,110.0,40.0
VEPSBBN-N2,5,C10SL1A,6.0,ET4SL1A,196.0,30.0
VEPSBBN-N2,6,ET4SL1A,7.0,ESCSL1A,275.0,30.0
VEPSBBN-N2,7,ESCSL1A,8.0,CSTSL1A,346.0,30.0
VEPSBBN-N2,8,CSTSL1A,9.0,ENTVA2A,218.0,40.0
VEPSBBN-N2,9,ENTVA2A,10.0,CAAVA3A,421.0,30.0
VEPSBBN-N2,10,CAAVA3A,11.0,ESAVA2A,183.0,40.0
VEPSBBN-N2,11,ESAVA2A,12.0,VALLE2A,433.0,30.0
VEPSBBN-N2,12,VALLE2A,13.0,ULATK2A,1693.0,60.0
VEPSBBN-N2,13,ULATK2A,14.0,ROCTK2A,428.0,60.0
VEPSBBN-N2,14,ROCTK2A,15.0,PALTK2A,268.0,60.0
VEPSBBN-N2,15,PALTK2A,16.0,LAJTK2A,463.0,60.0
VEPSBBN-N2,16,LAJTK2A,17.0,GONTK2A,764.0,60.0
VEPSBBN-N2,17,GONTK2A,18.0,EBETK2A,538.0,60.0
VEPSBBN-N2,18,EBETK2A,19.0,FLOTK2A,593.0,60.0
VEPSBBN-N2,19,FLOTK2A,20.0,CABTK2A,611.0,60.0
VEPSBBN-N2,20,CABTK2A,21.0,CIUCB2A,793.0,60.0
VEPSBBN-N2,21,CIUCB2A,22.0,VCUTK2A,586.0,60.0
VEPSBBN-N2,22,VCUTK2A,23.0,ROQTK2A,327.0,60.0
VEPSBBN-N2,23,ROQTK2A,24.0,ADITK2A,537.0,60.0
VEPSBBN-N2,24,ADITK2A,25.0,VGRTK2A,902.0,60.0
VEPSBBN-N2,25,VGRTK2A,26.0,BALTK2A,522.0,60.0
VEPSBBN-N2,26,BALTK2A,27.0,PANTK2A,543.0,60.0
VEPSBBN-N2,27,PANTK2A,28.0,NVATK2A,494.0,60.0
VEPSBBN-N2,28,NVATK2A,29.0,ANCTK2A,516.0,60.0
VEPSBBN-N2,29,ANCTK2A,30.0,CANTK2A,624.0,60.0
VEPSBBN-N2,30,CANTK2A,31.0,HCRTK2A,505.0,60.0
VEPSBBN-N2,31,HCRTK2A,32.0,VINTK2A,296.0,60.0
VEPSBBN-N2,32,VINTK2A,33.0,SANVI2A,910.0,60.0
VEPSBBN-N2,33,SANVI2A,34.0,ABUTK2A,385.0,60.0
VEPSBBN-N2,34,ABUTK2A,35.0,UNITK2A,354.0,60.0
VEPSBBN-N2,35,UNITK2A,36.0,GRATK2A,391.0,60.0
VEPSBBN-N2,36,GRATK2A,37.0,PEDTK2A,483.0,60.0
VEPSBBN-N2,37,PEDTK2A,38.0,LONTK2A,472.0,60.0
VEPSBBN-N2,38,LONTK2A,39.0,LLCTK4A,406.0,60.0
VEPSBBN-N2,39,LLCTK4A,40.0,ECRTK2A,170.0,60.0
VEPSBBN-N2,40,ECRTK2A,41.0,DONBN2A,240.0,60.0
VEPSBBN-N2,41,DONBN2A,41.0,DONBN2A,0.0,0.0
VEPSBEC-N2,1,PODERTA,2.0,ESTASLA,520.0,40.0
VEPSBEC-N2,2,ESTASLA,3.0,STMSL1A,356.0,40.0
VEPSBEC-N2,3,STMSL1A,4.0,GUASL1A,396.0,40.0
VEPSBEC-N2,4,GUASL1A,5.0,C10SL1A,110.0,40.0
VEPSBEC-N2,5,C10SL1A,6.0,ET4SL1A,196.0,30.0
VEPSBEC-N2,6,ET4SL1A,7.0,ESCSL1A,275.0,30.0
VEPSBEC-N2,7,ESCSL1A,8.0,CSTSL1A,346.0,30.0
VEPSBEC-N2,8,CSTSL1A,9.0,ENTVA2A,218.0,40.0
VEPSBEC-N2,9,ENTVA2A,10.0,CAAVA3A,421.0,30.0
VEPSBEC-N2,10,CAAVA3A,11.0,ESAVA2A,183.0,40.0
VEPSBEC-N2,11,ESAVA2A,12.0,VALLE2A,433.0,30.0
VEPSBEC-N2,12,VALLE2A,13.0,ULATK2A,1693.0,60.0
VEPSBEC-N2,13,ULATK2A,14.0,ROCTK2A,428.0,60.0
VEPSBEC-N2,14,ROCTK2A,15.0,PALTK2A,268.0,60.0
VEPSBEC-N2,15,PALTK2A,16.0,LAJTK2A,463.0,60.0
VEPSBEC-N2,16,LAJTK2A,17.0,GONTK2A,764.0,60.0
VEPSBEC-N2,17,GONTK2A,18.0,EBETK2A,538.0,60.0
VEPSBEC-N2,18,EBETK2A,19.0,FLOTK2A,593.0,60.0
VEPSBEC-N2,19,FLOTK2A,20.0,CABTK2A,611.0,60.0
VEPSBEC-N2,20,CABTK2A,21.0,ESTACAA,323.0,40.0
VEPSBEC-N2,21,ESTACAA,21.0,ESTACAA,0.0,0.0
VEPSBLA-B2,1,PODERTA,2.0,ESTASLA,520.0,40.0
VEPSBLA-B2,2,ESTASLA,3.0,STMSL1A,356.0,40.0
VEPSBLA-B2,3,STMSL1A,4.0,GUASL1A,396.0,40.0
VEPSBLA-B2,4,GUASL1A,5.0,C10SL1A,110.0,40.0
VEPSBLA-B2,5,C10SL1A,6.0,ET4SL1A,196.0,30.0
VEPSBLA-B2,6,ET4SL1A,7.0,ESCSL1A,275.0,30.0
VEPSBLA-B2,7,ESCSL1A,8.0,CSTSL1A,346.0,30.0
VEPSBLA-B2,8,CSTSL1A,9.0,TVASI4A,178.0,40.0
VEPSBLA-B2,9,TVASI4A,10.0,PUESI1A,173.0,40.0
VEPSBLA-B2,10,PUESI1A,11.0,VALSI1A,203.0,40.0
VEPSBLA-B2,11,VALSI1A,12.0,SANSI1A,413.0,40.0
VEPSBLA-B2,12,SANSI1A,13.0,CRUTK1A,660.0,60.0
VEPSBLA-B2,13,CRUTK1A,14.0,PMACN4A,571.0,60.0
VEPSBLA-B2,14,PMACN4A,15.0,OJOAG1A,402.0,60.0
VEPSBLA-B2,15,OJOAG1A,16.0,ANDESLA,1187.0,30.0
VEPSBLA-B2,16,ANDESLA,16.0,ANDESLA,0.0,0.0
VEPSBPB-N2,1,PODERTA,2.0,ESTASLA,520.0,40.0
VEPSBPB-N2,2,ESTASLA,3.0,STMSL1A,356.0,40.0
VEPSBPB-N2,3,STMSL1A,4.0,GUASL1A,396.0,40.0
VEPSBPB-N2,4,GUASL1A,5.0,C10SL1A,110.0,40.0
VEPSBPB-N2,5,C10SL1A,6.0,ET4SL1A,196.0,30.0
VEPSBPB-N2,6,ET4SL1A,7.0,ESCSL1A,275.0,30.0
VEPSBPB-N2,7,ESCSL1A,8.0,CSTSL1A,346.0,30.0
VEPSBPB-N2,8,CSTSL1A,9.0,ENTVA2A,218.0,40.0
VEPSBPB-N2,9,ENTVA2A,10.0,CAAVA3A,421.0,30.0
VEPSBPB-N2,10,CAAVA3A,11.0,ESAVA2A,183.0,40.0
VEPSBPB-N2,11,ESAVA2A,12.0,VALLE2A,433.0,30.0
VEPSBPB-N2,12,VALLE2A,13.0,ULATK2A,1693.0,60.0
VEPSBPB-N2,13,ULATK2A,14.0,ROCTK2A,428.0,60.0
VEPSBPB-N2,14,ROCTK2A,15.0,PALTK2A,268.0,60.0
VEPSBPB-N2,15,PALTK2A,16.0,LAJTK2A,463.0,60.0
VEPSBPB-N2,16,LAJTK2A,17.0,GONTK2A,764.0,60.0
VEPSBPB-N2,17,GONTK2A,18.0,EBETK2A,538.0,60.0
VEPSBPB-N2,18,EBETK2A,19.0,FLOTK2A,593.0,60.0
VEPSBPB-N2,19,FLOTK2A,20.0,CABTK2A,611.0,60.0
VEPSBPB-N2,20,CABTK2A,21.0,PACAB  ,393.0,40.0
VEPSBPB-N2,21,PACAB  ,21.0,PACAB  ,0.0,0.0
VEPSBSB-N2,1,PODERTA,2.0,ESTASLA,520.0,40.0
VEPSBSB-N2,2,ESTASLA,3.0,STMSL1A,356.0,40.0
VEPSBSB-N2,3,STMSL1A,4.0,GUASL1A,396.0,40.0
VEPSBSB-N2,4,GUASL1A,5.0,C10SL1A,110.0,40.0
VEPSBSB-N2,5,C10SL1A,6.0,ET4SL1A,196.0,30.0
VEPSBSB-N2,6,ET4SL1A,7.0,ESCSL1A,275.0,30.0
VEPSBSB-N2,7,ESCSL1A,8.0,CSTSL1A,346.0,30.0
VEPSBSB-N2,8,CSTSL1A,9.0,TVASI4A,178.0,40.0
VEPSBSB-N2,9,TVASI4A,10.0,PUESI1A,173.0,40.0
VEPSBSB-N2,10,PUESI1A,11.0,VALSI1A,203.0,40.0
VEPSBSB-N2,11,VALSI1A,12.0,SANSI1A,413.0,40.0
VEPSBSB-N2,12,SANSI1A,13.0,ESTSI2A,519.0,60.0
VEPSBSB-N2,13,ESTSI2A,13.0,ESTSI2A,0.0,0.0
VEPZM1-NA2,1,PODERTA,2.0,CSTCA1A,332.0,30.0
VEPZM1-NA2,2,CSTCA1A,3.0,CC5TC1A,398.0,40.0
VEPZM1-NA2,3,CC5TC1A,4.0,MIRTC1A,371.0,40.0
VEPZM1-NA2,4,MIRTC1A,5.0,TTOTC1A,291.0,40.0
VEPZM1-NA2,5,TTOTC1A,6.0,TVUMP2A,91.0,40.0
VEPZM1-NA2,6,TVUMP2A,7.0,VAUMP2A,413.0,40.0
VEPZM1-NA2,7,VAUMP2A,8.0,PAZMP2A,384.0,40.0
VEPZM1-NA2,8,PAZMP2A,9.0,POLMP2A,264.0,40.0
VEPZM1-NA2,9,POLMP2A,10.0,ENTMP2A,267.0,40.0
VEPZM1-NA2,10,ENTMP2A,11.0,CORMP2A,465.0,40.0
VEPZM1-NA2,11,CORMP2A,12.0,MANOP2A,519.0,40.0
VEPZM1-NA2,12,MANOP2A,13.0,MANOP1A,658.0,40.0
VEPZM1-NA2,13,MANOP1A,13.0,MANOP1A,0.0,0.0
VEPZPO-NA2,1,PODERTA,2.0,ESTASLA,520.0,40.0
VEPZPO-NA2,2,ESTASLA,3.0,STMSL1A,356.0,40.0
VEPZPO-NA2,3,STMSL1A,4.0,GUASL1A,396.0,40.0
VEPZPO-NA2,4,GUASL1A,5.0,C10SL1A,110.0,40.0
VEPZPO-NA2,5,C10SL1A,6.0,ET4SL1A,196.0,30.0
VEPZPO-NA2,6,ET4SL1A,7.0,ESCSL1A,275.0,30.0
VEPZPO-NA2,7,ESCSL1A,8.0,CSTSL1A,346.0,30.0
VEPZPO-NA2,8,CSTSL1A,9.0,TVASI4A,178.0,40.0
VEPZPO-NA2,9,TVASI4A,10.0,PUESI1A,173.0,40.0
VEPZPO-NA2,10,PUESI1A,11.0,VALSI1A,203.0,40.0
VEPZPO-NA2,11,VALSI1A,12.0,SANSI1A,413.0,40.0
VEPZPO-NA2,12,SANSI1A,13.0,CRUTK1A,660.0,60.0
VEPZPO-NA2,13,CRUTK1A,14.0,PMACN4A,571.0,60.0
VEPZPO-NA2,14,PMACN4A,15.0,OJOAG1A,402.0,60.0
VEPZPO-NA2,15,OJOAG1A,16.0,PAOJO  ,624.0,40.0
VEPZPO-NA2,16,PAOJO  ,16.0,PAOJO  ,0.0,0.0
VEPZST-NA2,1,PODERTA,2.0,ESTASLA,520.0,40.0
VEPZST-NA2,2,ESTASLA,2.0,ESTASLA,0.0,0.0
VEPZTE-NA2,1,PODERTA,2.0,ESTATCA,734.0,40.0
VEPZTE-NA2,2,ESTATCA,2.0,ESTATCA,0.0,0.0
VEPZV1-NA2,1,PODERTA,2.0,ESTASLA,520.0,40.0
VEPZV1-NA2,2,ESTASLA,3.0,STMSL1A,356.0,40.0
VEPZV1-NA2,3,STMSL1A,4.0,GUASL1A,396.0,40.0
VEPZV1-NA2,4,GUASL1A,5.0,C10SL1A,110.0,40.0
VEPZV1-NA2,5,C10SL1A,6.0,ET4SL1A,196.0,30.0
VEPZV1-NA2,6,ET4SL1A,7.0,ESCSL1A,275.0,30.0
VEPZV1-NA2,7,ESCSL1A,8.0,CSTSL1A,346.0,30.0
VEPZV1-NA2,8,CSTSL1A,9.0,ENTVA2A,218.0,40.0
VEPZV1-NA2,9,ENTVA2A,10.0,CAAVA3A,421.0,30.0
VEPZV1-NA2,10,CAAVA3A,11.0,ESAVA2A,183.0,40.0
VEPZV1-NA2,11,ESAVA2A,12.0,VALLE2A,433.0,30.0
VEPZV1-NA2,12,VALLE2A,13.0,VALLE1A,617.0,30.0
VEPZV1-NA2,13,VALLE1A,13.0,VALLE1A,0.0,0.0
VERCNAL-N1,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERCNAL-N1,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERCNAL-N1,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERCNAL-N1,4,BSATM1A,5.0,ESTLP1A,622.0,40.0
VERCNAL-N1,5,ESTLP1A,6.0,CVITM1A,482.0,60.0
VERCNAL-N1,6,CVITM1A,7.0,GBICN1A,3644.0,80.0
VERCNAL-N1,7,GBICN1A,8.0,TINCN1A,9425.0,80.0
VERCNAL-N1,8,TINCN1A,9.0,ALBROCA,12926.0,40.0
VERCNAL-N1,9,ALBROCA,9.0,ALBROCA,0.0,0.0
VERCSBV-N2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERCSBV-N2,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERCSBV-N2,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERCSBV-N2,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERCSBV-N2,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERCSBV-N2,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERCSBV-N2,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERCSBV-N2,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERCSBV-N2,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERCSBV-N2,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERCSBV-N2,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERCSBV-N2,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERCSBV-N2,13,LLBCS1A,14.0,GCVCS1A,3112.0,80.0
VERCSBV-N2,14,GCVCS1A,15.0,BVVCS1A,1960.0,40.0
VERCSBV-N2,15,BVVCS1A,15.0,BVVCS1A,0.0,0.0
VERCSC5-N1,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERCSC5-N1,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERCSC5-N1,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERCSC5-N1,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERCSC5-N1,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERCSC5-N1,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERCSC5-N1,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERCSC5-N1,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERCSC5-N1,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERCSC5-N1,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERCSC5-N1,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERCSC5-N1,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERCSC5-N1,13,LLBCS1A,14.0,CESCO1A,3212.0,80.0
VERCSC5-N1,14,CESCO1A,15.0,GATCS1A,3762.0,80.0
VERCSC5-N1,15,GATCS1A,16.0,GMAVI4A,2500.0,60.0
VERCSC5-N1,16,GMAVI4A,17.0,PAICT1A,232.0,60.0
VERCSC5-N1,17,PAICT1A,18.0,HSBCL3A,1322.0,60.0
VERCSC5-N1,18,HSBCL3A,18.0,HSBCL3A,0.0,0.0
VERCSCE-N2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERCSCE-N2,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERCSCE-N2,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERCSCE-N2,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERCSCE-N2,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERCSCE-N2,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERCSCE-N2,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERCSCE-N2,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERCSCE-N2,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERCSCE-N2,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERCSCE-N2,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERCSCE-N2,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERCSCE-N2,13,LLBCS1A,14.0,GCVCS1A,3112.0,80.0
VERCSCE-N2,14,GCVCS1A,15.0,BVVCS2A,1441.0,40.0
VERCSCE-N2,15,BVVCS2A,15.0,BVVCS2A,0.0,0.0
VERCSCV-N1,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERCSCV-N1,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERCSCV-N1,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERCSCV-N1,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERCSCV-N1,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERCSCV-N1,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERCSCV-N1,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERCSCV-N1,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERCSCV-N1,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERCSCV-N1,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERCSCV-N1,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERCSCV-N1,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERCSCV-N1,13,LLBCS1A,14.0,CESCO1A,3212.0,80.0
VERCSCV-N1,14,CESCO1A,15.0,GATCS1A,3762.0,80.0
VERCSCV-N1,15,GATCS1A,16.0,CVIVB2A,1934.0,60.0
VERCSCV-N1,16,CVIVB2A,17.0,IDAAN3A,849.0,60.0
VERCSCV-N1,17,IDAAN3A,18.0,CRUVHVA,919.0,60.0
VERCSCV-N1,18,CRUVHVA,18.0,CRUVHVA,0.0,0.0
VERCSEM-N1,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERCSEM-N1,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERCSEM-N1,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERCSEM-N1,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERCSEM-N1,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERCSEM-N1,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERCSEM-N1,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERCSEM-N1,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERCSEM-N1,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERCSEM-N1,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERCSEM-N1,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERCSEM-N1,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERCSEM-N1,13,LLBCS1A,14.0,CESCO1A,3212.0,80.0
VERCSEM-N1,14,CESCO1A,15.0,GATCS1A,3762.0,80.0
VERCSEM-N1,15,GATCS1A,16.0,GMAVI4A,2500.0,60.0
VERCSEM-N1,16,GMAVI4A,17.0,PAICT1A,232.0,60.0
VERCSEM-N1,17,PAICT1A,18.0,AQGCT3A,603.0,40.0
VERCSEM-N1,18,AQGCT3A,19.0,URRACCA,681.0,60.0
VERCSEM-N1,19,URRACCA,20.0,C39CT3A,521.0,60.0
VERCSEM-N1,20,C39CT3A,21.0,HNICT3A,347.0,60.0
VERCSEM-N1,21,HNICT3A,22.0,BOULECA,519.0,60.0
VERCSEM-N1,22,BOULECA,23.0,ESTAMAA,777.0,40.0
VERCSEM-N1,23,ESTAMAA,23.0,ESTAMAA,0.0,0.0
VERCSPC-N1,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERCSPC-N1,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERCSPC-N1,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERCSPC-N1,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERCSPC-N1,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERCSPC-N1,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERCSPC-N1,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERCSPC-N1,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERCSPC-N1,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERCSPC-N1,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERCSPC-N1,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERCSPC-N1,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERCSPC-N1,13,LLBCS1A,14.0,CESCO1A,3212.0,80.0
VERCSPC-N1,14,CESCO1A,15.0,GATCS1A,3762.0,80.0
VERCSPC-N1,15,GATCS1A,16.0,GMAVI4A,2500.0,60.0
VERCSPC-N1,16,GMAVI4A,17.0,PAICT1A,232.0,60.0
VERCSPC-N1,17,PAICT1A,18.0,AQGCT3A,603.0,40.0
VERCSPC-N1,18,AQGCT3A,19.0,URRACCA,681.0,60.0
VERCSPC-N1,19,URRACCA,20.0,C39CT3A,521.0,60.0
VERCSPC-N1,20,C39CT3A,21.0,HNICT3A,347.0,60.0
VERCSPC-N1,21,HNICT3A,22.0,BOULECA,519.0,60.0
VERCSPC-N1,22,BOULECA,23.0,PACHO  ,4920.0,40.0
VERCSPC-N1,23,PACHO  ,23.0,PACHO  ,0.0,0.0
VERCSPH-N1,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERCSPH-N1,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERCSPH-N1,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERCSPH-N1,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERCSPH-N1,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERCSPH-N1,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERCSPH-N1,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERCSPH-N1,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERCSPH-N1,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERCSPH-N1,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERCSPH-N1,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERCSPH-N1,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERCSPH-N1,13,LLBCS1A,14.0,CESCO1A,3212.0,80.0
VERCSPH-N1,14,CESCO1A,15.0,GATCS1A,3762.0,80.0
VERCSPH-N1,15,GATCS1A,16.0,GMAVI4A,2500.0,60.0
VERCSPH-N1,16,GMAVI4A,17.0,PAICT1A,232.0,60.0
VERCSPH-N1,17,PAICT1A,18.0,AQGCT3A,603.0,40.0
VERCSPH-N1,18,AQGCT3A,19.0,URRACCA,681.0,60.0
VERCSPH-N1,19,URRACCA,20.0,C39CT3A,521.0,60.0
VERCSPH-N1,20,C39CT3A,21.0,HNICT3A,347.0,60.0
VERCSPH-N1,21,HNICT3A,22.0,BOULECA,519.0,60.0
VERCSPH-N1,22,BOULECA,23.0,ABACE1A,2673.0,60.0
VERCSPH-N1,23,ABACE1A,24.0,PACUR  ,1615.0,40.0
VERCSPH-N1,24,PACUR  ,24.0,PACUR  ,0.0,0.0
VERCSPU-N1,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERCSPU-N1,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERCSPU-N1,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERCSPU-N1,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERCSPU-N1,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERCSPU-N1,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERCSPU-N1,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERCSPU-N1,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERCSPU-N1,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERCSPU-N1,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERCSPU-N1,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERCSPU-N1,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERCSPU-N1,13,LLBCS1A,14.0,CESCO1A,3212.0,80.0
VERCSPU-N1,14,CESCO1A,15.0,GATCS1A,3762.0,80.0
VERCSPU-N1,15,GATCS1A,16.0,GMAVI4A,2500.0,60.0
VERCSPU-N1,16,GMAVI4A,17.0,PAICT1A,232.0,60.0
VERCSPU-N1,17,PAICT1A,18.0,AQGCT3A,603.0,40.0
VERCSPU-N1,18,AQGCT3A,19.0,URRACCA,681.0,60.0
VERCSPU-N1,19,URRACCA,19.0,URRACCA,0.0,0.0
VERD99-NA2,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERD99-NA2,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERD99-NA2,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERD99-NA2,4,BSATM1A,5.0,ESTLP1A,622.0,40.0
