RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VERD99-NA2,5,ESTLP1A,6.0,CVITM1A,482.0,60.0
VERD99-NA2,6,CVITM1A,7.0,BRITM1A,638.0,60.0
VERD99-NA2,7,BRITM1A,8.0,SPNTM1A,362.0,60.0
VERD99-NA2,8,SPNTM1A,9.0,SCNTM1A,616.0,60.0
VERD99-NA2,9,SCNTM1A,10.0,CRITM1A,401.0,60.0
VERD99-NA2,10,CRITM1A,11.0,PCOTM1A,698.0,60.0
VERD99-NA2,11,PCOTM1A,12.0,VLUTM1A,431.0,60.0
VERD99-NA2,12,VLUTM1A,13.0,CCOTM1A,880.0,60.0
VERD99-NA2,13,CCOTM1A,14.0,GROTM4A,436.0,60.0
VERD99-NA2,14,GROTM4A,15.0,ROOTM1A,102.0,40.0
VERD99-NA2,15,ROOTM1A,16.0,SHETM1A,655.0,60.0
VERD99-NA2,16,SHETM1A,17.0,ESTCO1A,626.0,40.0
VERD99-NA2,17,ESTCO1A,18.0,PSMTK4A,477.0,60.0
VERD99-NA2,18,PSMTK4A,19.0,MASMITA,177.0,60.0
VERD99-NA2,19,MASMITA,20.0,GESTATA,1353.0,60.0
VERD99-NA2,20,GESTATA,21.0,SSMTM3A,376.0,50.0
VERD99-NA2,21,SSMTM3A,21.0,SSMTM3A,0.0,0.0
VERDAC1-N2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERDAC1-N2,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERDAC1-N2,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERDAC1-N2,4,JJVAL1A,5.0,CA1CS3A,448.0,40.0
VERDAC1-N2,5,CA1CS3A,6.0,CONCE1A,803.0,40.0
VERDAC1-N2,6,CONCE1A,6.0,CONCE1A,0.0,0.0
VERDAEB-N2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERDAEB-N2,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERDAEB-N2,3,BALMO2A,4.0,PPETM4A,130.0,60.0
VERDAEB-N2,4,PPETM4A,5.0,JJVAL1A,384.0,60.0
VERDAEB-N2,5,JJVAL1A,6.0,CEPVE1A,259.0,60.0
VERDAEB-N2,6,CEPVE1A,7.0,JUAVE1A,647.0,60.0
VERDAEB-N2,7,JUAVE1A,8.0,PINVE1A,719.0,60.0
VERDAEB-N2,8,PINVE1A,9.0,ESTAD1A,432.0,40.0
VERDAEB-N2,9,ESTAD1A,10.0,VENVE1A,403.0,60.0
VERDAEB-N2,10,VENVE1A,11.0,GUAVE1A,323.0,60.0
VERDAEB-N2,11,GUAVE1A,12.0,SFEVE1A,278.0,60.0
VERDAEB-N2,12,SFEVE1A,13.0,SPSVE1A,279.0,60.0
VERDAEB-N2,13,SPSVE1A,14.0,SCOVE1A,288.0,60.0
VERDAEB-N2,14,SCOVE1A,15.0,SCSVE1A,351.0,60.0
VERDAEB-N2,15,SCSVE1A,16.0,PJDVE1A,277.0,60.0
VERDAEB-N2,16,PJDVE1A,17.0,ERFVE1A,454.0,60.0
VERDAEB-N2,17,ERFVE1A,18.0,POLVE1A,288.0,60.0
VERDAEB-N2,18,POLVE1A,19.0,LIMVE1A,268.0,60.0
VERDAEB-N2,19,LIMVE1A,20.0,PCAVE1A,219.0,60.0
VERDAEB-N2,20,PCAVE1A,21.0,VLOVE1A,711.0,60.0
VERDAEB-N2,21,VLOVE1A,22.0,ETBVE1A,706.0,60.0
VERDAEB-N2,22,ETBVE1A,22.0,ETBVE1A,0.0,0.0
VERDAJV-N2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERDAJV-N2,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERDAJV-N2,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERDAJV-N2,4,JJVAL1A,4.0,JJVAL1A,0.0,0.0
VERDCP-NA2,1,ESTAPAA,2.0,139TM2A,1060.0,40.0
VERDCP-NA2,2,139TM2A,3.0,BOSTM2A,595.0,60.0
VERDCP-NA2,3,BOSTM2A,4.0,149TM3A,238.0,60.0
VERDCP-NA2,4,149TM3A,5.0,CPRAD1A,628.0,30.0
VERDCP-NA2,5,CPRAD1A,5.0,CPRAD1A,0.0,0.0
VERDCU-NA2,1,ESTAPAA,2.0,139TM2A,1060.0,40.0
VERDCU-NA2,2,139TM2A,3.0,CELDB2A,2369.0,40.0
VERDCU-NA2,3,CELDB2A,4.0,CIRCU2A,250.0,40.0
VERDCU-NA2,4,CIRCU2A,4.0,CIRCU2A,0.0,0.0
VERDD99-N2,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERDD99-N2,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERDD99-N2,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERDD99-N2,4,BSATM1A,5.0,ESTLP1A,622.0,40.0
VERDD99-N2,5,ESTLP1A,6.0,CVITM1A,482.0,60.0
VERDD99-N2,6,CVITM1A,7.0,BRITM1A,638.0,60.0
VERDD99-N2,7,BRITM1A,8.0,SPNTM1A,362.0,60.0
VERDD99-N2,8,SPNTM1A,9.0,SCNTM1A,616.0,60.0
VERDD99-N2,9,SCNTM1A,10.0,CRITM1A,401.0,60.0
VERDD99-N2,10,CRITM1A,11.0,PCOTM1A,698.0,60.0
VERDD99-N2,11,PCOTM1A,12.0,VLUTM1A,431.0,60.0
VERDD99-N2,12,VLUTM1A,13.0,CCOTM1A,880.0,60.0
VERDD99-N2,13,CCOTM1A,14.0,GROTM4A,436.0,60.0
VERDD99-N2,14,GROTM4A,15.0,ROOTM1A,102.0,40.0
VERDD99-N2,15,ROOTM1A,16.0,SHETM1A,655.0,60.0
VERDD99-N2,16,SHETM1A,17.0,ESTCO1A,626.0,40.0
VERDD99-N2,17,ESTCO1A,18.0,PSMTK4A,477.0,60.0
VERDD99-N2,18,PSMTK4A,19.0,MASMITA,177.0,60.0
VERDD99-N2,19,MASMITA,20.0,GESTATA,1353.0,60.0
VERDD99-N2,20,GESTATA,21.0,SSMTM3A,376.0,50.0
VERDD99-N2,21,SSMTM3A,21.0,SSMTM3A,0.0,0.0
VERDDB-NA2,1,ESTAPAA,2.0,139TM2A,1060.0,40.0
VERDDB-NA2,2,139TM2A,3.0,BOSTM2A,595.0,60.0
VERDDB-NA2,3,BOSTM2A,4.0,CAL1C1A,587.0,40.0
VERDDB-NA2,4,CAL1C1A,4.0,CAL1C1A,0.0,0.0
VERDDCP-N2,1,ESTAPAA,2.0,139TM2A,1060.0,40.0
VERDDCP-N2,2,139TM2A,3.0,BOSTM2A,595.0,60.0
VERDDCP-N2,3,BOSTM2A,4.0,149TM3A,238.0,60.0
VERDDCP-N2,4,149TM3A,5.0,CPRAD1A,628.0,30.0
VERDDCP-N2,5,CPRAD1A,5.0,CPRAD1A,0.0,0.0
VERDDCU-N2,1,ESTAPAA,2.0,139TM2A,1060.0,40.0
VERDDCU-N2,2,139TM2A,3.0,CELDB2A,2369.0,40.0
VERDDCU-N2,3,CELDB2A,4.0,CIRCU2A,250.0,40.0
VERDDCU-N2,4,CIRCU2A,4.0,CIRCU2A,0.0,0.0
VERDDDB-N2,1,ESTAPAA,2.0,139TM2A,1060.0,40.0
VERDDDB-N2,2,139TM2A,3.0,BOSTM2A,595.0,60.0
VERDDDB-N2,3,BOSTM2A,4.0,CAL1C1A,587.0,40.0
VERDDDB-N2,4,CAL1C1A,4.0,CAL1C1A,0.0,0.0
VERDDE1-N2,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERDDE1-N2,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERDDE1-N2,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERDDE1-N2,4,BSATM1A,5.0,ESTLP2A,1250.0,40.0
VERDDE1-N2,5,ESTLP2A,5.0,ESTLP2A,0.0,0.0
VERDDEL-N2,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERDDEL-N2,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERDDEL-N2,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERDDEL-N2,4,BSATM1A,5.0,ESTLP1A,622.0,40.0
VERDDEL-N2,5,ESTLP1A,6.0,CVITM1A,482.0,60.0
VERDDEL-N2,6,CVITM1A,7.0,BRITM1A,638.0,60.0
VERDDEL-N2,7,BRITM1A,8.0,SPNTM1A,362.0,60.0
VERDDEL-N2,8,SPNTM1A,9.0,SCNTM1A,616.0,60.0
VERDDEL-N2,9,SCNTM1A,10.0,CRITM1A,401.0,60.0
VERDDEL-N2,10,CRITM1A,11.0,PCOTM1A,698.0,60.0
VERDDEL-N2,11,PCOTM1A,12.0,VLUTM1A,431.0,60.0
VERDDEL-N2,12,VLUTM1A,13.0,CCOTM1A,880.0,60.0
VERDDEL-N2,13,CCOTM1A,14.0,ETBVE2A,1609.0,40.0
VERDDEL-N2,14,ETBVE2A,14.0,ETBVE2A,0.0,0.0
VERDDLR-N2,1,ESTAPAA,2.0,NCATM1A,1159.0,60.0
VERDDLR-N2,2,NCATM1A,3.0,BSATM1A,847.0,60.0
VERDDLR-N2,3,BSATM1A,4.0,PUEBL2A,578.0,60.0
VERDDLR-N2,4,PUEBL2A,5.0,PUEBL4A,753.0,60.0
VERDDLR-N2,5,PUEBL4A,5.0,PUEBL4A,0.0,0.0
VERDDPP-N2,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERDDPP-N2,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERDDPP-N2,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERDDPP-N2,4,BSATM1A,5.0,ESTLP1A,622.0,40.0
VERDDPP-N2,5,ESTLP1A,6.0,CVITM1A,482.0,60.0
VERDDPP-N2,6,CVITM1A,7.0,BRITM1A,638.0,60.0
VERDDPP-N2,7,BRITM1A,8.0,SPNTM1A,362.0,60.0
VERDDPP-N2,8,SPNTM1A,9.0,SPNTM2A,815.0,60.0
VERDDPP-N2,9,SPNTM2A,10.0,CVITM2A,968.0,60.0
VERDDPP-N2,10,CVITM2A,11.0,PAPUE  ,196.0,40.0
VERDDPP-N2,11,PAPUE  ,11.0,PAPUE  ,0.0,0.0
VERDE1-NA2,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERDE1-NA2,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERDE1-NA2,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERDE1-NA2,4,BSATM1A,5.0,ESTLP2A,1250.0,40.0
VERDE1-NA2,5,ESTLP2A,5.0,ESTLP2A,0.0,0.0
VERDEL-NA2,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERDEL-NA2,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERDEL-NA2,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERDEL-NA2,4,BSATM1A,5.0,ESTLP1A,622.0,40.0
VERDEL-NA2,5,ESTLP1A,6.0,CVITM1A,482.0,60.0
VERDEL-NA2,6,CVITM1A,7.0,BRITM1A,638.0,60.0
VERDEL-NA2,7,BRITM1A,8.0,SPNTM1A,362.0,60.0
VERDEL-NA2,8,SPNTM1A,9.0,SCNTM1A,616.0,60.0
VERDEL-NA2,9,SCNTM1A,10.0,CRITM1A,401.0,60.0
VERDEL-NA2,10,CRITM1A,11.0,PCOTM1A,698.0,60.0
VERDEL-NA2,11,PCOTM1A,12.0,VLUTM1A,431.0,60.0
VERDEL-NA2,12,VLUTM1A,13.0,CCOTM1A,880.0,60.0
VERDEL-NA2,13,CCOTM1A,14.0,ETBVE2A,1609.0,40.0
VERDEL-NA2,14,ETBVE2A,14.0,ETBVE2A,0.0,0.0
VERDJP2-N2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERDJP2-N2,2,140TM3A,3.0,NAZPE2A,410.0,40.0
VERDJP2-N2,3,NAZPE2A,4.0,TVLPE2A,590.0,40.0
VERDJP2-N2,4,TVLPE2A,5.0,VLOPE2A,75.0,40.0
VERDJP2-N2,5,VLOPE2A,6.0,RANPE2A,613.0,40.0
VERDJP2-N2,6,RANPE2A,7.0,SJOSJ2A,466.0,40.0
VERDJP2-N2,7,SJOSJ2A,8.0,ESTAPEA,594.0,40.0
VERDJP2-N2,8,ESTAPEA,8.0,ESTAPEA,0.0,0.0
VERDJSI-N2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERDJSI-N2,2,140TM3A,3.0,NAZPE2A,410.0,40.0
VERDJSI-N2,3,NAZPE2A,4.0,TVLPE2A,590.0,40.0
VERDJSI-N2,4,TVLPE2A,5.0,VLOPE2A,75.0,40.0
VERDJSI-N2,5,VLOPE2A,6.0,RANPE2A,613.0,40.0
VERDJSI-N2,6,RANPE2A,7.0,PEGRE2A,333.0,40.0
VERDJSI-N2,7,PEGRE2A,8.0,YSAJO1A,523.0,40.0
VERDJSI-N2,8,YSAJO1A,8.0,YSAJO1A,0.0,0.0
VERDLR-NA2,1,ESTAPAA,2.0,NCATM1A,1159.0,60.0
VERDLR-NA2,2,NCATM1A,3.0,BSATM1A,847.0,60.0
VERDLR-NA2,3,BSATM1A,4.0,PUEBL2A,578.0,60.0
VERDLR-NA2,4,PUEBL2A,5.0,PUEBL4A,753.0,60.0
VERDLR-NA2,5,PUEBL4A,5.0,PUEBL4A,0.0,0.0
VERDPCA-N2,1,ESTAPAA,2.0,139TM2A,1060.0,40.0
VERDPCA-N2,2,139TM2A,3.0,BOSTM2A,595.0,60.0
VERDPCA-N2,3,BOSTM2A,4.0,149TM3A,238.0,60.0
VERDPCA-N2,4,149TM3A,5.0,ISTTM2A,755.0,60.0
VERDPCA-N2,5,ISTTM2A,6.0,CARTM3A,460.0,60.0
VERDPCA-N2,6,CARTM3A,7.0,UTPTM2A,449.0,60.0
VERDPCA-N2,7,UTPTM2A,8.0,GLOCS4A,328.0,60.0
VERDPCA-N2,8,GLOCS4A,9.0,INATM2A,573.0,60.0
VERDPCA-N2,9,INATM2A,10.0,TMOTM2A,713.0,60.0
VERDPCA-N2,10,TMOTM2A,11.0,AERTM2A,585.0,50.0
VERDPCA-N2,11,AERTM2A,12.0,CAETO2A,255.0,50.0
VERDPCA-N2,12,CAETO2A,13.0,PANTO2A,449.0,50.0
VERDPCA-N2,13,PANTO2A,14.0,MORTO2A,210.0,50.0
VERDPCA-N2,14,MORTO2A,15.0,BOMTO2A,545.0,50.0
VERDPCA-N2,15,BOMTO2A,16.0,MLOTO2A,475.0,40.0
VERDPCA-N2,16,MLOTO2A,17.0,PENAB1A,295.0,40.0
VERDPCA-N2,17,PENAB1A,17.0,PENAB1A,0.0,0.0
VERDPMX-N2,1,ESTAPAA,2.0,139TM2A,1060.0,40.0
VERDPMX-N2,2,139TM2A,3.0,BOSTM2A,595.0,60.0
VERDPMX-N2,3,BOSTM2A,4.0,149TM3A,238.0,60.0
VERDPMX-N2,4,149TM3A,5.0,ISTTM2A,755.0,60.0
VERDPMX-N2,5,ISTTM2A,6.0,CARTM3A,460.0,60.0
VERDPMX-N2,6,CARTM3A,7.0,UTPTM2A,449.0,60.0
VERDPMX-N2,7,UTPTM2A,8.0,GLOCS4A,328.0,60.0
VERDPMX-N2,8,GLOCS4A,9.0,INATM2A,573.0,60.0
VERDPMX-N2,9,INATM2A,10.0,TMOTM2A,713.0,60.0
VERDPMX-N2,10,TMOTM2A,11.0,AERTM2A,585.0,50.0
VERDPMX-N2,11,AERTM2A,12.0,CAETO2A,255.0,50.0
VERDPMX-N2,12,CAETO2A,13.0,PANTO2A,449.0,50.0
VERDPMX-N2,13,PANTO2A,14.0,MORTO2A,210.0,50.0
VERDPMX-N2,14,MORTO2A,15.0,PENAB1A,295.0,40.0
VERDPMX-N2,15,PENAB1A,16.0,MAINT1A,410.0,40.0
VERDPMX-N2,16,MAINT1A,16.0,MAINT1A,0.0,0.0
VERDPP-NA2,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERDPP-NA2,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERDPP-NA2,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERDPP-NA2,4,BSATM1A,5.0,ESTLP1A,622.0,40.0
VERDPP-NA2,5,ESTLP1A,6.0,CVITM1A,482.0,60.0
VERDPP-NA2,6,CVITM1A,7.0,BRITM1A,638.0,60.0
VERDPP-NA2,7,BRITM1A,8.0,SPNTM1A,362.0,60.0
VERDPP-NA2,8,SPNTM1A,9.0,SPNTM2A,815.0,60.0
VERDPP-NA2,9,SPNTM2A,10.0,CVITM2A,968.0,60.0
VERDPP-NA2,10,CVITM2A,11.0,PAPUE  ,196.0,40.0
VERDPP-NA2,11,PAPUE  ,11.0,PAPUE  ,0.0,0.0
VERDPPD-N2,1,ESTAPAA,2.0,139TM2A,1060.0,40.0
VERDPPD-N2,2,139TM2A,3.0,BOSTM2A,595.0,60.0
VERDPPD-N2,3,BOSTM2A,4.0,149TM3A,238.0,60.0
VERDPPD-N2,4,149TM3A,5.0,ISTTM2A,755.0,60.0
VERDPPD-N2,5,ISTTM2A,6.0,CARTM3A,460.0,60.0
VERDPPD-N2,6,CARTM3A,7.0,UTPTM2A,449.0,60.0
VERDPPD-N2,7,UTPTM2A,8.0,GLOCS4A,328.0,60.0
VERDPPD-N2,8,GLOCS4A,9.0,AMEPA2A,724.0,60.0
VERDPPD-N2,9,AMEPA2A,10.0,MANPA2A,894.0,60.0
VERDPPD-N2,10,MANPA2A,11.0,PMAPA4A,120.0,60.0
VERDPPD-N2,11,PMAPA4A,12.0,INDPA2A,484.0,60.0
VERDPPD-N2,12,INDPA2A,13.0,LOMPA2A,655.0,60.0
VERDPPD-N2,13,LOMPA2A,14.0,DANPA3A,287.0,60.0
VERDPPD-N2,14,DANPA3A,15.0,H24PA2A,255.0,60.0
VERDPPD-N2,15,H24PA2A,16.0,PESPA2A,407.0,60.0
VERDPPD-N2,16,PESPA2A,17.0,FONPA2A,443.0,60.0
VERDPPD-N2,17,FONPA2A,18.0,ENCPA2A,741.0,60.0
VERDPPD-N2,18,ENCPA2A,19.0,DONPA2A,1000.0,60.0
VERDPPD-N2,19,DONPA2A,20.0,24DDI2A,364.0,60.0
VERDPPD-N2,20,24DDI2A,21.0,CCATO4A,192.0,60.0
VERDPPD-N2,21,CCATO4A,22.0,CZIPA2A,159.0,60.0
VERDPPD-N2,22,CZIPA2A,23.0,PARED2A,490.0,60.0
VERDPPD-N2,23,PARED2A,24.0,PADON  ,200.0,40.0
VERDPPD-N2,24,PADON  ,24.0,PADON  ,0.0,0.0
VERJASP-N2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERJASP-N2,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERJASP-N2,3,BALMO2A,4.0,PPETM4A,130.0,60.0
VERJASP-N2,4,PPETM4A,5.0,JJVAL1A,384.0,60.0
VERJASP-N2,5,JJVAL1A,6.0,CEPVE1A,259.0,60.0
VERJASP-N2,6,CEPVE1A,7.0,JUAVE1A,647.0,60.0
VERJASP-N2,7,JUAVE1A,8.0,PINVE1A,719.0,60.0
VERJASP-N2,8,PINVE1A,9.0,ESTAD1A,432.0,40.0
VERJASP-N2,9,ESTAD1A,10.0,VENVE1A,403.0,60.0
VERJASP-N2,10,VENVE1A,11.0,GUAVE1A,323.0,60.0
VERJASP-N2,11,GUAVE1A,12.0,SFEVE1A,278.0,60.0
VERJASP-N2,12,SFEVE1A,13.0,AVE3CSA,448.0,40.0
VERJASP-N2,13,AVE3CSA,13.0,AVE3CSA,0.0,0.0
VERJSP-NA2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERJSP-NA2,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERJSP-NA2,3,BALMO2A,4.0,PPETM4A,130.0,60.0
VERJSP-NA2,4,PPETM4A,5.0,JJVAL1A,384.0,60.0
VERJSP-NA2,5,JJVAL1A,6.0,CEPVE1A,259.0,60.0
VERJSP-NA2,6,CEPVE1A,7.0,JUAVE1A,647.0,60.0
VERJSP-NA2,7,JUAVE1A,8.0,PINVE1A,719.0,60.0
VERJSP-NA2,8,PINVE1A,9.0,ESTAD1A,432.0,40.0
VERJSP-NA2,9,ESTAD1A,10.0,VENVE1A,403.0,60.0
VERJSP-NA2,10,VENVE1A,11.0,GUAVE1A,323.0,60.0
VERJSP-NA2,11,GUAVE1A,12.0,SFEVE1A,278.0,60.0
VERJSP-NA2,12,SFEVE1A,13.0,AVE3CSA,448.0,40.0
VERJSP-NA2,13,AVE3CSA,13.0,AVE3CSA,0.0,0.0
VERNAL-NA1,1,ESTAPAA,2.0,PPETM4A,868.0,60.0
VERNAL-NA1,2,PPETM4A,3.0,NCATM1A,509.0,60.0
VERNAL-NA1,3,NCATM1A,4.0,BSATM1A,847.0,60.0
VERNAL-NA1,4,BSATM1A,5.0,ESTLP1A,622.0,40.0
VERNAL-NA1,5,ESTLP1A,6.0,CVITM1A,482.0,60.0
VERNAL-NA1,6,CVITM1A,7.0,GBICN1A,3644.0,80.0
VERNAL-NA1,7,GBICN1A,8.0,TINCN1A,9425.0,80.0
VERNAL-NA1,8,TINCN1A,9.0,ALBROCA,12926.0,40.0
VERNAL-NA1,9,ALBROCA,9.0,ALBROCA,0.0,0.0
VERSBV-NA2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERSBV-NA2,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERSBV-NA2,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERSBV-NA2,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERSBV-NA2,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERSBV-NA2,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERSBV-NA2,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERSBV-NA2,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERSBV-NA2,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERSBV-NA2,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERSBV-NA2,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERSBV-NA2,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERSBV-NA2,13,LLBCS1A,14.0,GCVCS1A,3112.0,80.0
VERSBV-NA2,14,GCVCS1A,15.0,BVVCS1A,1960.0,40.0
VERSBV-NA2,15,BVVCS1A,15.0,BVVCS1A,0.0,0.0
VERSC5-PT1,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERSC5-PT1,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERSC5-PT1,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERSC5-PT1,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERSC5-PT1,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERSC5-PT1,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERSC5-PT1,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERSC5-PT1,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERSC5-PT1,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERSC5-PT1,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERSC5-PT1,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERSC5-PT1,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERSC5-PT1,13,LLBCS1A,14.0,CESCO1A,3212.0,80.0
VERSC5-PT1,14,CESCO1A,15.0,GATCS1A,3762.0,80.0
VERSC5-PT1,15,GATCS1A,16.0,GMAVI4A,2500.0,60.0
VERSC5-PT1,16,GMAVI4A,17.0,PAICT1A,232.0,60.0
VERSC5-PT1,17,PAICT1A,18.0,HSBCL3A,1322.0,60.0
VERSC5-PT1,18,HSBCL3A,18.0,HSBCL3A,0.0,0.0
VERSCE-NA2,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERSCE-NA2,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERSCE-NA2,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERSCE-NA2,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERSCE-NA2,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERSCE-NA2,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERSCE-NA2,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERSCE-NA2,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERSCE-NA2,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERSCE-NA2,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERSCE-NA2,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERSCE-NA2,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERSCE-NA2,13,LLBCS1A,14.0,GCVCS1A,3112.0,80.0
VERSCE-NA2,14,GCVCS1A,15.0,BVVCS2A,1441.0,40.0
VERSCE-NA2,15,BVVCS2A,15.0,BVVCS2A,0.0,0.0
VERSCV-NA1,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERSCV-NA1,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERSCV-NA1,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERSCV-NA1,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERSCV-NA1,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERSCV-NA1,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERSCV-NA1,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERSCV-NA1,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERSCV-NA1,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERSCV-NA1,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERSCV-NA1,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERSCV-NA1,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERSCV-NA1,13,LLBCS1A,14.0,CESCO1A,3212.0,80.0
VERSCV-NA1,14,CESCO1A,15.0,GATCS1A,3762.0,80.0
VERSCV-NA1,15,GATCS1A,16.0,CVIVB2A,1934.0,60.0
VERSCV-NA1,16,CVIVB2A,17.0,IDAAN3A,849.0,60.0
VERSCV-NA1,17,IDAAN3A,18.0,CRUVHVA,919.0,60.0
VERSCV-NA1,18,CRUVHVA,18.0,CRUVHVA,0.0,0.0
VERSEM-PT1,1,ESTAPAA,2.0,140TM3A,700.0,40.0
VERSEM-PT1,2,140TM3A,3.0,BALMO2A,683.0,60.0
VERSEM-PT1,3,BALMO2A,4.0,JJVAL1A,514.0,60.0
VERSEM-PT1,4,JJVAL1A,5.0,CEPVE1A,259.0,60.0
VERSEM-PT1,5,CEPVE1A,6.0,RABJD1A,595.0,40.0
VERSEM-PT1,6,RABJD1A,7.0,CONCE1A,342.0,40.0
VERSEM-PT1,7,CONCE1A,8.0,RAJJD1A,531.0,40.0
VERSEM-PT1,8,RAJJD1A,9.0,RAMJD1A,477.0,40.0
VERSEM-PT1,9,RAMJD1A,10.0,RARJD1A,460.0,40.0
VERSEM-PT1,10,RARJD1A,11.0,GCRJD4A,195.0,40.0
VERSEM-PT1,11,GCRJD4A,12.0,GCRCS1A,320.0,80.0
VERSEM-PT1,12,GCRCS1A,13.0,LLBCS1A,3820.0,80.0
VERSEM-PT1,13,LLBCS1A,14.0,CESCO1A,3212.0,80.0
VERSEM-PT1,14,CESCO1A,15.0,GATCS1A,3762.0,80.0
VERSEM-PT1,15,GATCS1A,16.0,GMAVI4A,2500.0,60.0
VERSEM-PT1,16,GMAVI4A,17.0,PAICT1A,232.0,60.0
VERSEM-PT1,17,PAICT1A,18.0,AQGCT3A,603.0,40.0
VERSEM-PT1,18,AQGCT3A,19.0,URRACCA,681.0,60.0
